Discard?,DOI,Pub Year,Study_number,RN,Author,Study_midyear,Ecosystem_type,Manipulation,Manipulation_V2,Manipulation_level,Latitude,Longitude,Elevation,Soil_type,Meas_method,Soil_drainage,CH4_annual,CH4_growingseason,CH4_monthly,CH4-C_converted,Season_converted,N,CH4_flux_unit,CH4_flux_unit_V2,SD_CH4_annual,SD_CH4_growingseason,SD_CH4_monthly,SM_value,SM_sd,SM_depth,SM_unit,same timescale as flux? (T/F),"if False, timescale",Timeseries Data?,Notes
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,1,Lumbanraja,1993,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,23.6,,283.2,3,mg CH4 m-2 hr-1,mg/m2/h,,,4.67653718,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,2,Lumbanraja,1993.5,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,26.1,,313.2,3,mg CH4 m-2 hr-1,mg/m2/h,,,3.983716857,,,,,,,Figure/Table,Recorded during Dry season (Apr. - Jul.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,3,Lumbanraja,1994,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,16.6,,199.2,3,mg CH4 m-2 hr-1,mg/m2/h,,,0.5196152423,1,,,WFPS,TRUE,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,4,Lumbanraja,1994.5,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,17.8,,213.6,3,mg CH4 m-2 hr-1,mg/m2/h,,,2.944486373,,,,,,,Figure/Table,Recorded during Dry season (Apr. - Aug.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,5,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,21.5,,258,3,mg CH4 m-2 hr-1,mg/m2/h,,,3.117691454,1,,,WFPS,TRUE,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,6,Lumbanraja,1995.5,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,16,,192,3,mg CH4 m-2 hr-1,mg/m2/h,,,1.039230485,,,,,,,Figure/Table,Recorded during Dry season (Apr. - Aug.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,7,Lumbanraja,1993,Agriculture,Fertilization + Cover,Fertilization + Cover,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,34.9,,418.8,3,mg CH4 m-2 hr-1,mg/m2/h,,,4.67653718,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,8,Lumbanraja,1993.5,Agriculture,Fertilization + Cover,Fertilization + Cover,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,33.2,,398.4,3,mg CH4 m-2 hr-1,mg/m2/h,,,4.156921938,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,9,Lumbanraja,1994,Agriculture,Fertilization + Cover,Fertilization + Cover,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,23.4,,280.8,3,mg CH4 m-2 hr-1,mg/m2/h,,,2.25166605,1,,,WFPS,TRUE,,Figure/Table,Recorded during Dry season (Apr. - Jul.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,10,Lumbanraja,1994.5,Agriculture,Fertilization + Cover,Fertilization + Cover,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,23.3,,279.6,3,mg CH4 m-2 hr-1,mg/m2/h,,,2.771281292,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,11,Lumbanraja,1995,Agriculture,Fertilization + Cover,Fertilization + Cover,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,29,,348,3,mg CH4 m-2 hr-1,mg/m2/h,,,2.25166605,1,,,WFPS,TRUE,,Figure/Table,Recorded during Dry season (Apr. - Aug.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,12,Lumbanraja,1995.5,Agriculture,Fertilization + Cover,Fertilization + Cover,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,,25.5,,306,3,mg CH4 m-2 hr-1,mg/m2/h,,,0.5196152423,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,13,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,22.6,,,54.24,3,mg CH4 m-2 hr-1,mg/m2/h,,5.715767665,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.) 
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,14,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,18.2,,,43.68,3,mg CH4 m-2 hr-1,mg/m2/h,,4.67653718,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,15,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,17.7,,,42.48,3,mg CH4 m-2 hr-1,mg/m2/h,,1.039230485,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,16,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,19.8,,,47.52,3,mg CH4 m-2 hr-1,mg/m2/h,,2.424871131,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,17,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,17.8,,,42.72,3,mg CH4 m-2 hr-1,mg/m2/h,,2.078460969,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,18,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,20.5,,,49.2,3,mg CH4 m-2 hr-1,mg/m2/h,,0.5196152423,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,19,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,20.2,,,48.48,3,mg CH4 m-2 hr-1,mg/m2/h,,2.944486373,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,20,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw cover",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,27.7,,,66.48,3,mg CH4 m-2 hr-1,mg/m2/h,,2.078460969,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,21,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,31.6,,,75.84,3,mg CH4 m-2 hr-1,mg/m2/h,,10.39230485,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,22,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,31.3,,,75.12,3,mg CH4 m-2 hr-1,mg/m2/h,,7.274613392,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,23,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,32.3,,,77.52,3,mg CH4 m-2 hr-1,mg/m2/h,,9.699484522,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,24,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,35,,,84,3,mg CH4 m-2 hr-1,mg/m2/h,,9.006664199,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,25,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,31,,,74.4,3,mg CH4 m-2 hr-1,mg/m2/h,,3.810511777,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,26,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,31.8,,,76.32,3,mg CH4 m-2 hr-1,mg/m2/h,,7.101408311,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,27,Lumbanraja,1994,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,11.7,,,28.08,3,mg CH4 m-2 hr-1,mg/m2/h,,1.558845727,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,28,Lumbanraja,1995,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,13.6,,,32.64,3,mg CH4 m-2 hr-1,mg/m2/h,,1.558845727,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,29,Lumbanraja,1994,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,17,,,40.8,3,mg CH4 m-2 hr-1,mg/m2/h,,0.692820323,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,30,Lumbanraja,1995,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Paleudult,Gas chromatography,Wet,,18.4,,,44.16,3,mg CH4 m-2 hr-1,mg/m2/h,,1.905255888,,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,31,Lumbanraja,1994,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Sulfaquent,Gas chromatography,Wet,,,11.9,,,3,mg CH4 m-2 hr-1,mg/m2/h,,,1.212435565,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,32,Lumbanraja,1994,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Tropohumult,Gas chromatography,Wet,,,28.9,,,3,mg CH4 m-2 hr-1,mg/m2/h,,,0.1732050808,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,33,Lumbanraja,1994,Agriculture,Fertilization,Fertilization,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1",-5.01,105.506,,Typic Tropopsamment,Gas chromatography,Wet,,,23.8,,,3,mg CH4 m-2 hr-1,mg/m2/h,,,1.039230485,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,34,Lumbanraja,1994,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Sulfaquent,Gas chromatography,Wet,,,14.4,,,3,mg CH4 m-2 hr-1,mg/m2/h,,,1.385640646,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,35,Lumbanraja,1994,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Tropohumult,Gas chromatography,Wet,,,39,,,3,mg CH4 m-2 hr-1,mg/m2/h,,,1.212435565,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
,10.1002/(SICI)1099-1085(19981030)12:13/14<2057::AID-HYP719>3.0.CO;2-L,1998,23034,36,Lumbanraja,1994,Agriculture,Fertilization + Cropping,Fertilization ,"250, 100 and 100 kg haÿ1 of urea, triple superphosphate and KC1 + Rice straw crop",-5.01,105.506,,Typic Tropopsamment,Gas chromatography,Wet,,,33.4,,,3,mg CH4 m-2 hr-1,mg/m2/h,,,0.8660254038,,,,,,,Figure/Table,Recorded during Rainy season (Nov. - Mar.)
Discard,10.1051/e3sconf/201911801052,2019,23033,1,Liu,,Agriculture,Fertilization,Fertilization,,112.9,22.683,,latosolic red soil,Gas chromatography,Wet,,,,,,,,,,,,,,,,,,,
Discard,10.1007/978-3-319-49727-3_10,2017,23032,1,Kravchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meta-analysis?
,10.1029/2002GB002014,2003,23031,1,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,40.8,,,,,746,mg CH4 m2 h1,mg/m2/h,0.4,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,2,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,46.9,,,,,669,mg CH4 m2 h1,mg/m2/h,0.5656854249,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,3,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,28.5,,,,,640,mg CH4 m2 h1,mg/m2/h,0.5196152423,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,4,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,31.2,,,,,594,mg CH4 m2 h1,mg/m2/h,0.8,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,5,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,42.7,,,,,572,mg CH4 m2 h1,mg/m2/h,0.6708203932,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,6,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,36.5,,,,,548,mg CH4 m2 h1,mg/m2/h,0.9797958971,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,7,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,30.7,,,,,543,mg CH4 m2 h1,mg/m2/h,1.322875656,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,8,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,31,,,,,674,mg CH4 m2 h1,mg/m2/h,1.13137085,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,9,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,38.8,,,,,507,mg CH4 m2 h1,mg/m2/h,0.9,,,,,,,,,Figure/Table,
,10.1029/2002GB002014,2003,23031,10,Kiese,2002.5,Forest,None,None,,145.9,-17.267,80,Ustochrept,Gas chromatography,Dry,36.6,,,,,597,mg CH4 m2 h1,mg/m2/h,0.9486832981,,,,,,,,,Figure/Table,
,10.3390/su14095666,2022,23030,1,Khan,2021.5,Agriculture,Fertilization,Fertilization,Biodigestate - Potato waste,46.38369,63.36226,,,IRGA,Dry,,1.991031941,,,,3,CH4 μmol/mol,CH4 μmol/mol,,0.032063882,,0.2,,,VWC%,TRUE,,Figure/Table,
,10.3390/su14095666,2022,23030,2,Khan,2021.5,Agriculture,Fertilization,Fertilization,Biochar - Feedstock of forest wood,46.38369,63.36226,,,IRGA,Dry,,1.879361179,,,,3,CH4 μmol/mol,CH4 μmol/mol,,0.060810811,,0.2,,,VWC%,TRUE,,Figure/Table,
,10.3390/su14095666,2022,23030,3,Khan,2021.5,Agriculture,Fertilization,Fertilization,Inorganic Fertilizer - NPK,46.38369,63.36226,,,IRGA,Dry,,1.97997543,,,,3,CH4 μmol/mol,CH4 μmol/mol,,0.018796069,,0.2,,,VWC%,TRUE,,Figure/Table,
,10.3390/su14095666,2022,23030,4,Khan,2021.5,Agriculture,Fertilization,Fertilization,BD + IF,46.38369,63.36226,,,IRGA,Dry,,1.961179361,,,,3,CH4 μmol/mol,CH4 μmol/mol,,0.02985258,,0.2,,,VWC%,TRUE,,Figure/Table,
,10.3390/su14095666,2022,23030,5,Khan,2021.5,Agriculture,Fertilization,Fertilization,BC + IF,46.38369,63.36226,,,IRGA,Dry,,1.939066339,,,,3,CH4 μmol/mol,CH4 μmol/mol,,0.02985258,,0.2,,,VWC%,TRUE,,Figure/Table,
,10.3390/su14095666,2022,23030,6,Khan,2021.5,Agriculture,None,None,,46.38369,63.36226,,,IRGA,Dry,,1.981081081,,,,3,CH4 μmol/mol,CH4 μmol/mol,,0.01990172,,0.2,,,VWC%,TRUE,,Figure/Table,
Discard,10.1029/98JD01115,1998,23029,1,Khalil,,Agriculture,,,,29.5,106.7,,,,,,,,,,,,,,,,,,,,,,,
Discard,10.2134/jeq1998.00472425002700050016x,1998,23028,1,Kessavalou,1996,Agriculture,Flooding,Precipitation,,41.23,-103,1311,Haplic Kastanaozem,Gas chromatography,Dry,,,,,,,,,,,,,,,,,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,1,Kessavalou,1993.5,Agriculture,Cropped with native sod,None,,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,8,,,10.68511198,,3,g C ha-1 d-1,g/ha/d,0.2,,,0.46,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,2,Kessavalou,1993.5,Agriculture,Cropped ,None ,,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,7.5,,,10.01729248,,3,g C ha-1 d-1,g/ha/d,0.5,,,0.55,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,3,Kessavalou,1993.5,Agriculture,Cropped + subtill,Tilled,Subtill,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,7.1,,,9.483036883,,3,g C ha-1 d-1,g/ha/d,0.9,,,0.47,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,4,Kessavalou,1993.5,Agriculture,Cropped + plow,Tilled,Plowed,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,5.9,,,7.880270086,,3,g C ha-1 d-1,g/ha/d,1.7,,,0.46,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,5,Kessavalou,1994.5,Agriculture,Fallow of native sod,None,,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,8.2,,,10.95223978,,3,g C ha-1 d-1,g/ha/d,0.4,,,0.38,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,6,Kessavalou,1994.5,Agriculture,Fallow,None,,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,7.4,,,9.883728582,,3,g C ha-1 d-1,g/ha/d,0.7,,,0.59,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,7,Kessavalou,1994.5,Agriculture,Fallow + subtill,Tilled,Subtill,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,6.5,,,8.681653484,,3,g C ha-1 d-1,g/ha/d,1,,,0.5,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,8,Kessavalou,1994.5,Agriculture,Fallow + plow,Tilled,Plowed,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,6.5,,,8.681653484,,3,g C ha-1 d-1,g/ha/d,1.9,,,0.52,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,9,Kessavalou,1995.5,Agriculture,Cropped with native sod,None,,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,9.9,,,13.22282608,,3,g C ha-1 d-1,g/ha/d,0.4,,,0.52,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,10,Kessavalou,1995.5,Agriculture,Cropped ,None ,,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,8.1,,,10.81867588,,3,g C ha-1 d-1,g/ha/d,0.9,,,0.61,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,11,Kessavalou,1995.5,Agriculture,Cropped + subtill,Tilled,Subtill,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,8.1,,,10.81867588,,3,g C ha-1 d-1,g/ha/d,1.8,,,0.47,,15,WFPS,TRUE,,Figure/Table,
,10.2134/jeq1998.00472425002700050015x,1998,23027,12,Kessavalou,1995.5,Agriculture,Cropped + plow,Tilled,Plowed,41.23,-103,1313,Pachic Haplustoll,Gas chromatography,Dry,8,,,10.68511198,,3,g C ha-1 d-1,g/ha/d,1.5,,,0.46,,15,WFPS,TRUE,,Figure/Table,
Discard,10.1111/gcb.13931,2018,23026,1,Kasimir,,Forest,None,None,,58.383,12.15,,,,,,,,,,,,,,,,,,,,,,Figure/Table,
,10.1111/j.1365-2389.2009.01124.x,2009,23025,1,Kasimir Klemedtsson,1996.5,Agriculture,None,None,,58.33,13.5,,Histosol,Gas chromatography,Dry,49,,,,,4,μg CH4 m−2 h −1 ,μg/m2/h,12,,,0.89,,30,WFPS,TRUE,,Figure/Table,
,10.1111/j.1365-2389.2009.01124.x,2009,23025,2,Kasimir Klemedtsson,1996.5,Agriculture,None,None,,58.33,13.5,,Histosol,Gas chromatography,Dry,2,,,,,4,μg CH4 m−2 h −1 ,μg/m2/h,6,,,0.74,,30,WFPS,TRUE,,Figure/Table,
,10.1111/j.1365-2389.2009.01124.x,2009,23025,3,Kasimir Klemedtsson,1996.5,Agriculture,None,None,,58.33,13.5,,Histosol,Gas chromatography,Dry,-6,,,,,4,μg CH4 m−2 h −1 ,μg/m2/h,2,,,0.61,,30,WFPS,TRUE,,Figure/Table,
,10.1111/j.1365-2389.2009.01124.x,2009,23025,4,Kasimir Klemedtsson,1996.5,Agriculture,None,None,,58.33,13.5,,Histosol,Gas chromatography,Dry,12,,,,,4,μg CH4 m−2 h −1 ,μg/m2/h,6,,,0.61,,30,WFPS,TRUE,,Figure/Table,
,10.1111/j.1365-2389.2009.01124.x,2009,23025,5,Kasimir Klemedtsson,1996.5,Agriculture,None,None,,58.33,13.5,,Histosol,Gas chromatography,Dry,-5,,,,,4,μg CH4 m−2 h −1 ,μg/m2/h,4,,,0.49,,30,WFPS,TRUE,,Figure/Table,
